gbifID,species,latitude,longitude
4022217097,Trametes versicolor,41.676371,-73.511754
4022213655,Trametes versicolor,38.159625,-85.779587
4022213412,Cladonia fimbriata,41.126888,-81.353713
4022211148,Platismatia glauca,43.998889,-122.946036
4022210482,Trametes versicolor,45.324238,-75.799773
4022209710,Trametes versicolor,37.192612,-122.065601
4022208113,Trametes versicolor,30.022556,-95.490072
4022207925,Trametes versicolor,36.988888,-121.905167
4022207540,Trametes versicolor,38.240418,-85.69499
4022207395,Trametes versicolor,33.932056,-83.37176
4022207087,Trametes versicolor,34.092306,-118.58908
4022206472,Trametes versicolor,37.545712,-83.786247
4022202782,Trametes versicolor,40.02785,-124.023425
4022201185,Dibaeis baeomyces,46.169675,-60.088811
4022201026,Trametes versicolor,39.733222,-77.551628
4022200227,Trametes versicolor,48.445788,-123.355475
4022196880,Trametes versicolor,37.90119,-122.248348
4022196730,Trametes versicolor,38.220172,-85.713086
4022195644,Trametes versicolor,30.347733,-81.539755
4022194364,Trametes versicolor,38.920687,-77.117486
4022189560,Trametes versicolor,41.023337,-82.432687
4022184478,Trametes versicolor,34.119961,-118.407143
4022180771,Trametes versicolor,39.638703,-79.949683
4022180386,Platismatia glauca,43.998973,-122.974916
4022176603,Platismatia glauca,44.003575,-122.980716
4022176580,Platismatia glauca,44.002906,-122.979933
4022173500,Trametes versicolor,39.502403,-79.65573
4022173044,Trametes versicolor,39.727173,-82.830643
4022171018,Trametes versicolor,38.440429,-122.714055
4022169470,Trametes versicolor,42.282364,-85.129509
4022164214,Trametes versicolor,32.884004,-116.821583
4022164062,Trametes versicolor,32.735497,-117.149872
4022163660,Trametes versicolor,38.159131,-85.780177
4022157929,Platismatia glauca,44.035147,-123.057574
4022156562,Trametes versicolor,40.510892,-74.225636
4022155308,Trametes versicolor,33.720143,-78.868187
4022152074,Trametes versicolor,33.836097,-117.746385
4022151170,Trametes versicolor,35.193312,-120.6746
4022150821,Platismatia glauca,44.035152,-123.057689
4022142731,Cladonia fimbriata,45.731157,-122.635674
4022141476,Trametes versicolor,37.95278,-122.318778
4022135410,Platismatia glauca,49.306763,-122.917839
4022134062,Cladonia fimbriata,41.361572,-81.828819
4022133632,Trametes versicolor,38.159006,-85.780277
4022133332,Trametes versicolor,38.92837,-78.329935
4022130614,Trametes versicolor,33.063964,-96.979701
4022130099,Trametes versicolor,30.370338,-91.106552
4022130098,Parmelia sulcata,48.444395,-123.464926
4022126490,Trametes versicolor,38.078156,-122.590027
4022125421,Trametes versicolor,38.651154,-121.212529
4022123474,Parmelia sulcata,47.563533,-122.160728
4022118579,Trametes versicolor,39.741547,-75.630318
4022118427,Peltigera didactyla,49.040231,-119.554977
4022117452,Trametes versicolor,47.688938,-121.84327
4022102417,Platismatia glauca,44.003785,-122.977165
4022101373,Trametes versicolor,40.06045,-75.433928
4022100935,Trametes versicolor,37.956117,-122.552113
4022100886,Trametes versicolor,43.045308,-78.798753
4022100510,Trametes versicolor,40.066395,-76.893997
4022096539,Trametes versicolor,38.035661,-122.800287
4022096407,Trametes versicolor,41.724053,-72.676812
4022095202,Trametes versicolor,45.434412,-122.645018
4022090022,Parmelia sulcata,35.174831,-83.383639
4022088572,Trametes versicolor,37.704529,-91.09817
4022082767,Trametes versicolor,38.093233,-81.153376
4022082302,Trametes versicolor,34.121397,-118.106459
4022082256,Trametes versicolor,49.304363,-123.006517
4022081910,Trametes versicolor,34.174323,-79.790319
4022081892,Icmadophila ericetorum,47.804092,-122.979788
4022080766,Trametes versicolor,37.90897,-122.266679
4022080378,Trametes versicolor,39.692587,-76.79003
4022079124,Dibaeis baeomyces,44.316282,-64.471136
4022079051,Dibaeis baeomyces,46.169697,-60.088853
4022075315,Trametes versicolor,38.049972,-122.189912
4022071516,Icmadophila ericetorum,52.196913,-86.77693
4022065499,Dibaeis baeomyces,46.169687,-60.088836
4022064481,Trametes versicolor,45.632981,-73.810984
4022064095,Platismatia glauca,49.051231,-122.809867
4022063885,Trametes versicolor,32.728412,-117.134878
4022063490,Trametes versicolor,41.152397,-75.551834
4022062193,Trametes versicolor,38.577331,-77.360795
4022061869,Trametes versicolor,41.850364,-88.199479
4022061866,Trametes versicolor,35.254364,-120.745621
4022061310,Trametes versicolor,40.146381,-74.934868
4022058494,Cladonia fimbriata,45.623767,-122.616787
4022058486,Trametes versicolor,38.609028,-82.62143
4022055362,Trametes versicolor,38.152091,-77.050662
4022053988,Trametes versicolor,37.378317,-122.178696
4022050626,Trametes versicolor,44.783752,-69.716576
4022048323,Trametes versicolor,32.829618,-116.856708
